skin_isim;bynogame_fiyat_tl;son_hafta_satılan;son_2_hafta_satılan;son_1_ay_satılan;son_2_ay_satılan;son_3_ay_satılan;son_hafta_ortalama_fiyat;son_2_hafta_ortalama_fiyat;son_1_ay_ortalama_fiyat;son_2_ay_ortalama_fiyat;son_3_ay_ortalama_fiyat
★ Flip Knife | Doppler (Minimal Wear);26.651;-;-;-;-;-;;;-;;
★ Gut Knife | Tiger Tooth (Minimal Wear);9.764;-;-;-;-;-;;;-;;
★ Gut Knife | Damascus Steel (Battle-Scarred);8.425;-;-;-;-;-;;;-;;
★ Karambit | Ultraviolet (Well-Worn);28.985;-;-;-;3;4;;;-;19333 ₺;19006 ₺
★ Bayonet | Ultraviolet (Well-Worn);7.100;1;1;2;2;2;6800 ₺;6800 ₺;6528 ₺;6528 ₺;6528 ₺
★ Bayonet | Ultraviolet (Minimal Wear);11.499;-;-;-;-;1;;;-;;
★ Bayonet | Marble Fade (Factory New);18.999;3;4;5;6;7;18275 ₺;18222 ₺;18577 ₺;18531 ₺;18527 ₺
★ Karambit | Doppler (Factory New);56.500;-;-;2;13;18;;;57500 ₺;52289 ₺;51603 ₺
★ StatTrak™ M9 Bayonet | Rust Coat (Battle-Scarred);22.562;-;-;-;-;-;;;-;;
★ Karambit | Damascus Steel (Field-Tested);34.532;-;-;-;1;1;;;-;22000 ₺;22000 ₺
★ Bayonet | Damascus Steel (Minimal Wear);11.500;-;1;1;1;1;;11000 ₺;11000 ₺;11000 ₺;11000 ₺
★ Karambit | Damascus Steel (Minimal Wear);37.929;-;-;-;1;1;;;-;25413 ₺;25413 ₺
★ Karambit | Rust Coat (Well-Worn);39.220;-;-;-;1;1;;;-;19000 ₺;19000 ₺
★ Gut Knife | Ultraviolet (Well-Worn);4.696;-;1;1;3;4;;3250 ₺;3250 ₺;3367 ₺;3359 ₺
★ M9 Bayonet | Ultraviolet (Battle-Scarred);23.655;-;-;-;-;-;;;-;;
★ StatTrak™ Gut Knife | Damascus Steel (Field-Tested);5.314;-;-;-;-;-;;;-;;
★ M9 Bayonet | Damascus Steel (Minimal Wear);30.585;-;-;-;-;-;;;-;;
★ Bayonet | Ultraviolet (Battle-Scarred);8.000;-;-;1;1;1;;;6900 ₺;6900 ₺;6900 ₺
★ Karambit | Ultraviolet (Field-Tested);29.500;1;1;1;7;9;21852 ₺;21852 ₺;21852 ₺;22734 ₺;22348 ₺
★ Flip Knife | Damascus Steel (Factory New);9.567;-;-;-;-;-;;;-;;
★ Bayonet | Rust Coat (Well-Worn);10.022;-;-;-;1;2;;;-;8000 ₺;7500 ₺
★ Gut Knife | Ultraviolet (Minimal Wear);5.450;-;1;2;7;8;;4400 ₺;4050 ₺;3900 ₺;3850 ₺
★ Flip Knife | Damascus Steel (Well-Worn);9.461;-;-;-;-;-;;;-;;
★ Flip Knife | Ultraviolet (Well-Worn);9.400;-;-;-;-;-;;;-;;
★ StatTrak™ Gut Knife | Rust Coat (Battle-Scarred);5.565;-;-;-;-;-;;;-;;
★ StatTrak™ Flip Knife | Rust Coat (Battle-Scarred);8.280;-;-;-;-;-;;;-;;
★ M9 Bayonet | Damascus Steel (Field-Tested);28.751;-;-;-;-;-;;;-;;
★ Flip Knife | Doppler (Factory New);17.500;1;1;1;3;11;14750 ₺;14750 ₺;14750 ₺;15467 ₺;14864 ₺
StatTrak™ M4A4 | 龍王 (Dragon King) (Factory New);2.461;-;-;-;1;1;;;-;1900 ₺;1900 ₺
★ M9 Bayonet | Ultraviolet (Field-Tested);24.454;-;-;-;-;2;;;-;;
★ Flip Knife | Tiger Tooth (Factory New);13.000;-;-;1;3;5;;;12900 ₺;11990 ₺;11894 ₺
★ StatTrak™ Bayonet | Rust Coat (Battle-Scarred);13.350;-;-;-;-;-;;;-;;
★ Flip Knife | Ultraviolet (Minimal Wear);10.682;-;-;-;-;-;;;-;;
★ Gut Knife | Doppler (Minimal Wear);7.959;-;-;2;3;3;;;6405 ₺;7243 ₺;7243 ₺
StatTrak™ AWP | Man-o'-war (Field-Tested);3.280;-;-;-;-;-;;;-;;
StatTrak™ Dual Berettas | Urban Shock (Battle-Scarred);218;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Cartel (Well-Worn);1.977;-;-;-;1;1;;;-;1100 ₺;1100 ₺
★ Bayonet | Damascus Steel (Field-Tested);11.710;-;-;2;3;3;;;9116 ₺;8877 ₺;8877 ₺
★ Flip Knife | Rust Coat (Battle-Scarred);7.459;-;-;-;1;4;;;-;5800 ₺;4950 ₺
M4A4 | 龍王 (Dragon King) (Well-Worn);350;1;1;4;5;6;245 ₺;245 ₺;230 ₺;240 ₺;283 ₺
StatTrak™ Galil AR | Chatterbox (Well-Worn);1.799;-;-;-;-;-;;;-;;
★ Flip Knife | Rust Coat (Well-Worn);8.215;-;-;-;-;-;;;-;;
StatTrak™ P250 | Muertos (Well-Worn);504;-;-;-;-;-;;;-;;
★ StatTrak™ Gut Knife | Doppler (Factory New);6.100;1;2;2;3;4;6250 ₺;6175 ₺;6175 ₺;6150 ₺;6013 ₺
★ Flip Knife | Damascus Steel (Field-Tested);8.547;-;-;-;-;-;;;-;;
Galil AR | Chatterbox (Field-Tested);2.796;-;1;2;3;3;;1700 ₺;2203 ₺;2198 ₺;2198 ₺
★ Flip Knife | Ultraviolet (Field-Tested);8.300;1;2;4;7;12;7223 ₺;6737 ₺;6543 ₺;6382 ₺;6282 ₺
StatTrak™ Sawed-Off | Serenity (Well-Worn);225;-;-;-;-;-;;;-;;
★ Gut Knife | Damascus Steel (Minimal Wear);0;-;-;1;3;5;;;4750 ₺;4083 ₺;3820 ₺
StatTrak™ AK-47 | Cartel (Minimal Wear);1.775;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Cartel (Battle-Scarred);1.949;-;-;-;-;-;;;-;;
StatTrak™ P250 | Muertos (Battle-Scarred);1.903;-;-;-;1;1;;;-;340 ₺;340 ₺
StatTrak™ M4A4 | 龍王 (Dragon King) (Well-Worn);1.030;-;-;-;-;-;;;-;;
StatTrak™ Galil AR | Chatterbox (Battle-Scarred);1.249;-;-;-;-;2;;;-;;
StatTrak™ MAC-10 | Malachite (Factory New);324;-;-;-;-;-;;;-;;
★ Flip Knife | Ultraviolet (Battle-Scarred);7.415;-;-;-;-;-;;;-;;
StatTrak™ Glock-18 | Catacombs (Battle-Scarred);94;-;-;-;-;1;;;-;;
StatTrak™ P250 | Muertos (Factory New);1.085;-;-;-;-;-;;;-;;
StatTrak™ Dual Berettas | Urban Shock (Well-Worn);212;-;-;-;-;-;;;-;;
P250 | Muertos (Battle-Scarred);175;-;-;-;-;1;;;-;;
StatTrak™ Desert Eagle | Naga (Factory New);916;-;-;-;-;1;;;-;;
StatTrak™ MAC-10 | Malachite (Battle-Scarred);400;-;-;-;-;-;;;-;;
M4A4 | 龍王 (Dragon King) (Battle-Scarred);249;1;1;1;2;4;185 ₺;185 ₺;185 ₺;183 ₺;180 ₺
StatTrak™ P250 | Muertos (Field-Tested);480;-;-;-;2;2;;;-;300 ₺;300 ₺
StatTrak™ Desert Eagle | Naga (Well-Worn);139;-;-;1;3;5;;;110 ₺;113 ₺;128 ₺
StatTrak™ AK-47 | Cartel (Field-Tested);1.352;-;-;1;5;5;;;950 ₺;1017 ₺;1017 ₺
★ Karambit | Rust Coat (Battle-Scarred);22.000;1;2;5;8;12;21000 ₺;20183 ₺;21053 ₺;20438 ₺;20067 ₺
AK-47 | Cartel (Factory New);1.000;1;3;3;6;11;800 ₺;1031 ₺;1031 ₺;965 ₺;916 ₺
AK-47 | Cartel (Well-Worn);646;1;1;2;2;5;455 ₺;455 ₺;450 ₺;450 ₺;448 ₺
MAC-10 | Malachite (Well-Worn);65;-;-;-;-;-;;;-;;
StatTrak™ M249 | System Lock (Factory New);75;-;2;3;3;3;;83 ₺;75 ₺;75 ₺;75 ₺
StatTrak™ MAC-10 | Malachite (Field-Tested);171;-;-;-;-;-;;;-;;
StatTrak™ XM1014 | Quicksilver (Well-Worn);41;-;1;1;2;8;;30 ₺;30 ₺;30 ₺;30 ₺
StatTrak™ P250 | Muertos (Minimal Wear);550;-;-;-;2;2;;;-;450 ₺;450 ₺
StatTrak™ XM1014 | Quicksilver (Minimal Wear);30;2;2;2;4;5;30 ₺;30 ₺;30 ₺;30 ₺;31 ₺
StatTrak™ SCAR-20 | Grotto (Factory New);70;-;1;2;6;12;;66 ₺;58 ₺;51 ₺;51 ₺
Sawed-Off | Serenity (Factory New);111;-;-;-;-;-;;;-;;
StatTrak™ Sawed-Off | Serenity (Minimal Wear);187;-;-;-;-;-;;;-;;
★ M9 Bayonet | Rust Coat (Battle-Scarred);19.000;-;-;-;-;2;;;-;;
Dual Berettas | Urban Shock (Battle-Scarred);142;-;-;-;-;-;;;-;;
P250 | Muertos (Well-Worn);292;-;-;-;-;-;;;-;;
StatTrak™ XM1014 | Quicksilver (Factory New);47;-;-;1;2;2;;;48 ₺;52 ₺;52 ₺
★ Bayonet | Rust Coat (Battle-Scarred);9.000;-;-;2;3;10;;;8075 ₺;7833 ₺;7326 ₺
Galil AR | Chatterbox (Well-Worn);500;1;2;4;7;11;600 ₺;493 ₺;566 ₺;525 ₺;508 ₺
StatTrak™ M4A4 | 龍王 (Dragon King) (Battle-Scarred);550;-;-;1;1;1;;;410 ₺;410 ₺;410 ₺
StatTrak™ Sawed-Off | Serenity (Factory New);297;-;-;-;1;2;;;-;250 ₺;250 ₺
StatTrak™ Dual Berettas | Urban Shock (Factory New);372;-;-;-;-;-;;;-;;
StatTrak™ MAC-10 | Malachite (Minimal Wear);220;-;-;-;2;2;;;-;165 ₺;165 ₺
StatTrak™ Desert Eagle | Naga (Battle-Scarred);160;-;-;1;1;1;;;106 ₺;106 ₺;106 ₺
Desert Eagle | Naga (Factory New);194;1;1;2;4;9;204 ₺;204 ₺;227 ₺;206 ₺;200 ₺
Dual Berettas | Urban Shock (Factory New);115;-;-;1;2;2;;;80 ₺;85 ₺;85 ₺
Sawed-Off | Serenity (Minimal Wear);72;-;-;-;1;2;;;-;60 ₺;65 ₺
Dual Berettas | Urban Shock (Well-Worn);106;-;-;-;-;-;;;-;;
MAC-10 | Malachite (Battle-Scarred);72;-;-;-;-;-;;;-;;
Sawed-Off | Serenity (Battle-Scarred);66;-;-;-;-;-;;;-;;
AK-47 | Cartel (Battle-Scarred);390;-;-;1;2;4;;;340 ₺;320 ₺;341 ₺
Sawed-Off | Serenity (Well-Worn);37;-;-;-;-;-;;;-;;
MAC-10 | Malachite (Factory New);115;-;-;1;1;7;;;85 ₺;85 ₺;100 ₺
P250 | Muertos (Field-Tested);197;-;1;1;5;15;;140 ₺;140 ₺;136 ₺;133 ₺
Dual Berettas | Urban Shock (Minimal Wear);75;-;-;-;1;1;;;-;84 ₺;84 ₺
Glock-18 | Catacombs (Battle-Scarred);30;3;4;6;11;14;37 ₺;36 ₺;34 ₺;33 ₺;33 ₺
Dual Berettas | Urban Shock (Field-Tested);50;-;1;1;2;2;;50 ₺;50 ₺;53 ₺;53 ₺
Sawed-Off | Serenity (Field-Tested);46;-;-;-;1;2;;;-;48 ₺;44 ₺
MAC-10 | Malachite (Field-Tested);60;1;1;2;2;3;40 ₺;40 ₺;38 ₺;38 ₺;39 ₺
StatTrak™ Glock-18 | Catacombs (Minimal Wear);48;2;4;5;18;23;53 ₺;55 ₺;50 ₺;46 ₺;46 ₺
Music Kit | Midnight Riders, All I Want for Christmas;136;-;-;-;-;-;;;-;;
Souvenir M4A1-S | Master Piece (Battle-Scarred);3.694;-;-;-;-;-;;;-;;
Souvenir Glock-18 | Night (Factory New);993;-;-;-;-;-;;;-;;
AK-47 | Wasteland Rebel (Factory New);8.644;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Wasteland Rebel (Well-Worn);4.672;-;-;-;-;-;;;-;;
StatTrak™ SCAR-20 | Cardiac (Factory New);0;-;-;-;-;1;;;-;;
StatTrak™ Sawed-Off | Highwayman (Factory New);516;-;-;-;1;1;;;-;184 ₺;184 ₺
StatTrak™ P250 | Cartel (Factory New);2.796;-;-;-;-;-;;;-;;
P250 | Cartel (Well-Worn);250;-;-;-;-;-;;;-;;
StatTrak™ XM1014 | Tranquility (Battle-Scarred);1.236;-;-;-;-;-;;;-;;
P2000 | Fire Elemental (Well-Worn);450;-;-;-;-;-;;;-;;
StatTrak™ P250 | Cartel (Well-Worn);1.586;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Fire Elemental (Minimal Wear);2.956;-;-;-;-;-;;;-;;
StatTrak™ M4A1-S | Basilisk (Well-Worn);1.031;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Wasteland Rebel (Field-Tested);3.472;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Wasteland Rebel (Minimal Wear);6.136;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Fire Elemental (Factory New);6.586;-;-;-;-;-;;;-;;
StatTrak™ XM1014 | Tranquility (Well-Worn);1.442;-;-;-;-;-;;;-;;
StatTrak™ SCAR-20 | Cardiac (Well-Worn);314;-;-;-;-;-;;;-;;
StatTrak™ AK-47 | Wasteland Rebel (Battle-Scarred);3.507;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Fire Elemental (Field-Tested);2.197;-;-;-;-;-;;;-;;
StatTrak™ Glock-18 | Grinder (Field-Tested);179;-;-;-;1;2;;;-;200 ₺;175 ₺
StatTrak™ SCAR-20 | Cardiac (Battle-Scarred);300;-;-;-;-;-;;;-;;
StatTrak™ M4A4 | Griffin (Well-Worn);320;-;-;-;1;1;;;-;163 ₺;163 ₺
AK-47 | Wasteland Rebel (Well-Worn);1.978;-;-;-;2;4;;;-;1094 ₺;995 ₺
StatTrak™ P250 | Cartel (Minimal Wear);775;-;-;-;-;-;;;-;;
StatTrak™ UMP-45 | Delusion (Factory New);197;-;-;-;-;1;;;-;;
StatTrak™ M4A1-S | Basilisk (Factory New);1.185;-;-;1;3;3;;;1300 ₺;1267 ₺;1267 ₺
StatTrak™ P250 | Cartel (Field-Tested);533;-;-;-;-;-;;;-;;
StatTrak™ MAG-7 | Firestarter (Battle-Scarred);69;-;-;-;-;-;;;-;;
StatTrak™ P250 | Cartel (Battle-Scarred);581;-;1;1;1;1;;350 ₺;350 ₺;350 ₺;350 ₺
StatTrak™ Sawed-Off | Highwayman (Well-Worn);346;-;-;-;-;-;;;-;;
StatTrak™ M4A4 | Griffin (Factory New);667;-;2;2;3;5;;571 ₺;571 ₺;527 ₺;486 ₺
StatTrak™ M4A1-S | Basilisk (Battle-Scarred);671;-;-;-;-;-;;;-;;
AK-47 | Wasteland Rebel (Battle-Scarred);1.086;-;-;-;-;2;;;-;;
UMP-45 | Delusion (Factory New);108;-;-;-;-;-;;;-;;
M4A1-S | Basilisk (Minimal Wear);267;4;7;12;18;24;228 ₺;210 ₺;209 ₺;225 ₺;224 ₺
StatTrak™ XM1014 | Tranquility (Factory New);3.378;-;-;-;-;-;;;-;;
StatTrak™ M4A4 | Griffin (Minimal Wear);243;-;-;-;2;3;;;-;283 ₺;295 ₺
P2000 | Fire Elemental (Minimal Wear);445;1;1;1;6;7;390 ₺;390 ₺;390 ₺;421 ₺;420 ₺
StatTrak™ M4A4 | Griffin (Battle-Scarred);229;-;-;-;1;2;;;-;140 ₺;143 ₺
StatTrak™ M4A1-S | Basilisk (Minimal Wear);1.200;1;1;1;3;3;799 ₺;799 ₺;799 ₺;781 ₺;781 ₺
StatTrak™ Sawed-Off | Highwayman (Battle-Scarred);115;-;-;-;-;-;;;-;;
StatTrak™ UMP-45 | Delusion (Field-Tested);47;-;-;-;2;3;;;-;46 ₺;46 ₺
M4A1-S | Basilisk (Well-Worn);369;-;-;-;-;1;;;-;;
StatTrak™ MP9 | Dart (Minimal Wear);56;-;-;1;1;1;;;50 ₺;50 ₺;50 ₺
Glock-18 | Grinder (Factory New);72;-;-;2;2;3;;;72 ₺;72 ₺;80 ₺
StatTrak™ Five-SeveN | Urban Hazard (Minimal Wear);90;1;3;5;14;16;120 ₺;104 ₺;97 ₺;90 ₺;90 ₺
AK-47 | Wasteland Rebel (Minimal Wear);1.850;-;2;3;10;15;;1523 ₺;1548 ₺;1485 ₺;1455 ₺
StatTrak™ SCAR-20 | Cardiac (Field-Tested);350;-;-;-;-;-;;;-;;
XM1014 | Tranquility (Factory New);750;-;1;2;2;3;;520 ₺;600 ₺;600 ₺;649 ₺
SCAR-20 | Cardiac (Minimal Wear);235;-;-;-;-;1;;;-;;
P250 | Cartel (Battle-Scarred);184;1;1;1;1;1;115 ₺;115 ₺;115 ₺;115 ₺;115 ₺
SCAR-20 | Cardiac (Well-Worn);171;-;-;-;-;-;;;-;;
SCAR-20 | Cardiac (Factory New);578;-;-;1;1;1;;;320 ₺;320 ₺;320 ₺
StatTrak™ Sawed-Off | Highwayman (Field-Tested);114;-;-;-;-;-;;;-;;
Glock-18 | Grinder (Field-Tested);62;-;-;1;3;4;;;31 ₺;43 ₺;42 ₺
M4A4 | Griffin (Battle-Scarred);75;-;-;-;1;4;;;-;50 ₺;56 ₺
StatTrak™ Five-SeveN | Urban Hazard (Factory New);152;-;1;1;4;8;;120 ₺;120 ₺;112 ₺;118 ₺
SCAR-20 | Cardiac (Battle-Scarred);120;-;-;-;-;-;;;-;;
P250 | Cartel (Minimal Wear);282;-;-;2;2;3;;;233 ₺;233 ₺;222 ₺
StatTrak™ Glock-18 | Grinder (Minimal Wear);236;-;1;2;3;3;;180 ₺;179 ₺;169 ₺;169 ₺
StatTrak™ M4A4 | Griffin (Field-Tested);216;-;-;1;1;2;;;195 ₺;195 ₺;168 ₺
StatTrak™ Glock-18 | Grinder (Factory New);309;1;1;3;5;5;220 ₺;220 ₺;215 ₺;250 ₺;250 ₺
StatTrak™ XM1014 | Tranquility (Field-Tested);823;-;-;-;-;-;;;-;;
XM1014 | Tranquility (Minimal Wear);382;-;-;1;4;7;;;250 ₺;281 ₺;287 ₺
P250 | Cartel (Factory New);587;-;-;-;1;2;;;-;350 ₺;375 ₺
SCAR-20 | Cardiac (Field-Tested);140;-;-;-;-;1;;;-;;
StatTrak™ MAG-7 | Firestarter (Minimal Wear);80;-;-;-;3;3;;;-;65 ₺;65 ₺
StatTrak™ MAG-7 | Firestarter (Field-Tested);89;-;-;-;-;-;;;-;;
StatTrak™ G3SG1 | Murky (Factory New);197;-;-;-;-;1;;;-;;
M4A4 | Griffin (Factory New);178;1;1;1;1;5;179 ₺;179 ₺;179 ₺;179 ₺;212 ₺
StatTrak™ MP9 | Dart (Factory New);103;-;-;-;-;1;;;-;;
StatTrak™ UMP-45 | Delusion (Minimal Wear);76;1;1;2;4;4;59 ₺;59 ₺;65 ₺;62 ₺;62 ₺
Sawed-Off | Highwayman (Minimal Wear);71;-;-;-;-;-;;;-;;
StatTrak™ G3SG1 | Murky (Minimal Wear);65;-;-;-;-;-;;;-;;
Music Kit | Daniel Sadowski, Crimson Assault;110;-;1;1;1;1;;60 ₺;60 ₺;60 ₺;60 ₺
Music Kit | Noisia, Sharpened;83;-;-;-;-;1;;;-;;
Music Kit | Austin Wintory, Desert Fire;85;1;1;2;8;10;80 ₺;80 ₺;88 ₺;92 ₺;92 ₺
Music Kit | Sean Murray, A*D*8;63;-;1;1;2;2;;40 ₺;40 ₺;52 ₺;52 ₺
Music Kit | Sasha, LNOE;70;-;-;1;1;2;;;77 ₺;77 ₺;87 ₺
Music Kit | Skog, Metal;96;-;-;1;5;11;;;92 ₺;94 ₺;91 ₺
Music Kit | Dren, Death's Head Demolition;68;-;-;-;-;-;;;-;;
Sticker | Kawaii Killer CT;40;-;2;4;7;10;;40 ₺;40 ₺;39 ₺;39 ₺
★ Butterfly Knife | Forest DDPAT (Factory New);40.372;-;-;-;-;-;;;-;;
Souvenir Desert Eagle | Urban DDPAT (Factory New);626;-;-;-;-;-;;;-;;
Galil AR | Cerberus (Factory New);2.447;-;-;-;1;1;;;-;2460 ₺;2460 ₺
FAMAS | Styx (Factory New);303;-;1;2;4;4;;320 ₺;268 ₺;267 ₺;267 ₺
Tec-9 | Toxic (Well-Worn);697;-;-;-;-;-;;;-;;
FAMAS | Styx (Battle-Scarred);194;-;-;-;-;-;;;-;;
Tec-9 | Toxic (Battle-Scarred);186;-;-;-;-;-;;;-;;
Five-SeveN | Hot Shot (Factory New);520;-;-;-;1;2;;;-;400 ₺;585 ₺
MAC-10 | Nuclear Garden (Well-Worn);1.719;-;-;-;-;-;;;-;;
MP9 | Setting Sun (Factory New);387;-;-;-;-;2;;;-;;
Glock-18 | Reactor (Battle-Scarred);215;-;-;-;-;-;;;-;;
XM1014 | Bone Machine (Well-Worn);457;-;-;-;-;-;;;-;;
P250 | Contamination (Well-Worn);147;-;-;-;-;-;;;-;;
XM1014 | Bone Machine (Minimal Wear);371;-;-;-;-;-;;;-;;
FAMAS | Styx (Field-Tested);95;-;-;-;1;2;;;-;70 ₺;68 ₺
MP9 | Setting Sun (Well-Worn);284;-;-;-;-;-;;;-;;
MAC-10 | Nuclear Garden (Minimal Wear);374;-;-;-;1;1;;;-;300 ₺;300 ₺
Galil AR | Cerberus (Well-Worn);620;-;-;-;1;3;;;-;430 ₺;450 ₺
Galil AR | Cerberus (Minimal Wear);1.550;-;1;2;5;6;;1150 ₺;1125 ₺;1350 ₺;1358 ₺
MAC-10 | Nuclear Garden (Factory New);435;-;-;-;-;-;;;-;;
Tec-9 | Toxic (Minimal Wear);265;-;-;3;5;6;;;220 ₺;235 ₺;238 ₺
AUG | Radiation Hazard (Battle-Scarred);115;-;-;-;-;-;;;-;;
PP-Bizon | Chemical Green (Factory New);202;-;-;-;-;-;;;-;;
Negev | Nuclear Waste (Well-Worn);270;-;-;-;-;-;;;-;;
Galil AR | Cerberus (Battle-Scarred);496;-;-;1;2;2;;;330 ₺;385 ₺;385 ₺
MP9 | Setting Sun (Battle-Scarred);262;-;-;-;-;-;;;-;;
Galil AR | Cerberus (Field-Tested);850;2;3;6;8;10;768 ₺;757 ₺;729 ₺;717 ₺;693 ₺
SG 553 | Fallout Warning (Well-Worn);102;-;-;-;-;-;;;-;;
MP9 | Setting Sun (Minimal Wear);449;-;-;-;-;-;;;-;;
Glock-18 | Reactor (Field-Tested);235;-;-;-;1;1;;;-;141 ₺;141 ₺
Glock-18 | Reactor (Well-Worn);180;-;-;-;-;-;;;-;;
Tec-9 | Toxic (Field-Tested);279;-;-;1;2;3;;;244 ₺;235 ₺;220 ₺
XM1014 | Bone Machine (Factory New);290;-;-;-;-;1;;;-;;
PP-Bizon | Chemical Green (Minimal Wear);171;-;-;-;-;-;;;-;;
PP-Bizon | Chemical Green (Battle-Scarred);190;-;-;-;-;-;;;-;;
Five-SeveN | Hot Shot (Battle-Scarred);198;-;-;-;-;-;;;-;;
XM1014 | Bone Machine (Field-Tested);379;-;-;-;-;-;;;-;;
SG 553 | Fallout Warning (Field-Tested);90;-;-;-;-;-;;;-;;
AUG | Radiation Hazard (Factory New);107;-;2;2;2;6;;107 ₺;107 ₺;107 ₺;93 ₺
PP-Bizon | Chemical Green (Well-Worn);178;-;-;-;1;1;;;-;70 ₺;70 ₺
MAC-10 | Nuclear Garden (Field-Tested);363;-;1;1;1;1;;220 ₺;220 ₺;220 ₺;220 ₺
Five-SeveN | Hot Shot (Field-Tested);137;-;-;-;-;-;;;-;;
AUG | Radiation Hazard (Minimal Wear);120;-;-;-;1;4;;;-;85 ₺;79 ₺
P250 | Contamination (Field-Tested);111;-;-;-;-;-;;;-;;
SG 553 | Fallout Warning (Minimal Wear);124;-;-;-;-;-;;;-;;
Five-SeveN | Hot Shot (Well-Worn);141;-;-;-;-;-;;;-;;
Negev | Nuclear Waste (Factory New);105;-;2;2;3;4;;78 ₺;78 ₺;83 ₺;88 ₺
P250 | Contamination (Minimal Wear);101;-;-;-;-;-;;;-;;
Negev | Nuclear Waste (Minimal Wear);84;-;-;-;-;-;;;-;;
AUG | Radiation Hazard (Field-Tested);74;-;-;-;-;-;;;-;;
Negev | Nuclear Waste (Field-Tested);124;-;-;-;-;1;;;-;;
PP-Bizon | Chemical Green (Field-Tested);176;-;1;1;1;1;;85 ₺;85 ₺;85 ₺;85 ₺
Souvenir USP-S | Road Rash (Battle-Scarred);459;-;-;-;-;-;;;-;;
Souvenir P250 | Gunsmoke (Factory New);2.789;-;-;-;-;-;;;-;;
Souvenir MAC-10 | Nuclear Garden (Well-Worn);618;-;-;-;-;-;;;-;;
Souvenir Tec-9 | Brass (Factory New);8.239;-;-;-;-;-;;;-;;
Souvenir Galil AR | Cerberus (Minimal Wear);3.662;-;-;-;-;-;;;-;;
Souvenir USP-S | Road Rash (Field-Tested);800;-;-;-;-;-;;;-;;
Souvenir USP-S | Road Rash (Well-Worn);553;-;-;-;-;-;;;-;;
Souvenir Desert Eagle | Hand Cannon (Minimal Wear);13.365;-;-;-;-;-;;;-;;
Souvenir Tec-9 | Nuclear Threat (Well-Worn);9.999;-;-;-;-;-;;;-;;
Souvenir P250 | Contamination (Well-Worn);162;-;-;-;-;-;;;-;;
Souvenir CZ75-Auto | Nitro (Minimal Wear);80;-;-;-;-;-;;;-;;
Souvenir MP7 | Gunsmoke (Factory New);332;-;-;-;-;-;;;-;;
Souvenir AWP | Pink DDPAT (Battle-Scarred);668;-;-;2;2;2;;;475 ₺;475 ₺;475 ₺
Souvenir XM1014 | VariCamo Blue (Factory New);75;-;-;-;-;-;;;-;;
Souvenir Galil AR | Cerberus (Well-Worn);1.305;-;-;-;-;-;;;-;;
Souvenir Desert Eagle | Urban DDPAT (Well-Worn);49;1;1;1;1;2;30 ₺;30 ₺;30 ₺;30 ₺;35 ₺
Souvenir M4A1-S | Master Piece (Field-Tested);5.374;-;-;-;-;-;;;-;;
Souvenir SSG 08 | Detour (Field-Tested);177;-;-;-;-;-;;;-;;
Souvenir MP9 | Storm (Factory New);618;-;-;-;-;1;;;-;;
Souvenir Sawed-Off | Sage Spray (Factory New);37;-;-;-;-;-;;;-;;
Souvenir P250 | Nuclear Threat (Field-Tested);6.160;1;1;1;1;1;2000 ₺;2000 ₺;2000 ₺;2000 ₺;2000 ₺
Souvenir UMP-45 | Fallout Warning (Battle-Scarred);150;-;-;-;-;-;;;-;;
Souvenir P2000 | Chainmail (Field-Tested);589;-;-;-;-;-;;;-;;
Souvenir Tec-9 | Toxic (Battle-Scarred);270;-;-;-;-;-;;;-;;
Souvenir XM1014 | Fallout Warning (Field-Tested);783;-;1;1;1;1;;184 ₺;184 ₺;184 ₺;184 ₺
Souvenir M4A4 | Radiation Hazard (Well-Worn);1.730;-;-;-;-;-;;;-;;
Souvenir USP-S | Royal Blue (Well-Worn);468;-;-;-;-;-;;;-;;
Souvenir Desert Eagle | Hand Cannon (Field-Tested);11.329;-;-;-;-;-;;;-;;
Souvenir P2000 | Chainmail (Minimal Wear);268;-;-;-;-;-;;;-;;
Souvenir CZ75-Auto | Chalice (Factory New);5.191;-;-;-;-;-;;;-;;
Souvenir SSG 08 | Detour (Well-Worn);174;-;-;-;-;-;;;-;;
Souvenir Desert Eagle | Urban DDPAT (Minimal Wear);69;-;-;1;4;6;;;55 ₺;55 ₺;55 ₺
Souvenir Sawed-Off | Rust Coat (Minimal Wear);93;-;-;-;-;-;;;-;;
Souvenir UMP-45 | Indigo (Field-Tested);45;-;-;-;4;4;;;-;35 ₺;35 ₺
Souvenir MAC-10 | Indigo (Field-Tested);57;-;-;-;2;2;;;-;48 ₺;48 ₺
Souvenir USP-S | Royal Blue (Battle-Scarred);380;-;-;-;-;-;;;-;;
Souvenir Dual Berettas | Briar (Field-Tested);67;-;-;-;-;-;;;-;;
Souvenir SSG 08 | Detour (Factory New);405;-;-;-;1;1;;;-;325 ₺;325 ₺
